account_length,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,number_customer_service_calls,churn
104,0,24.24,7.26,11.09,3.78,1,0
133,0,22.47889543,11.94080666,7.205093234,2.784064647,3,1
72,31,37.64,26.64,7.92,3.19,3,0
121,0,22.8,16.58,7.18,2.84,2,0
94,0,45.2552033,20.60036096,8.496512291,2.149054688,1,1
108,38,24.55099623,14.37874972,11.31387453,3.187375748,3,1
86,0,39.22269768,23.31715712,9.734236799,2.7629784,1,1
126,0,40.75,23.94,8.26,3.08,1,1
125,29,44.34,13.91,12.23,4.59,1,1
122,27,43.13,19.48,8.57,2.48,7,0
100,0,37.2,12.61,12.5,2.62,1,0
105,0,35.00161336,22.98648242,14.6111055,2.730722035,1,1
101,0,32.13,15.23,8.41,3,0,0
50,24,36.43,24.63,14.06,2.86,1,0
84,0,47.6,17.19,7.06,2.81,0,1
64,33,21.62,13.85,11.13,2.19,0,0
62,0,50.10393988,18.62112117,10.12671967,3.209055287,1,1
113,0,27.17,17.86,7.88,3.54,2,0
44,0,38.35,11.51,8.55,3.27,1,0
47,28,24.02,14.28,5.11,2.11,1,0
117,0,31.03132069,17.02624889,6.077973062,2.450721501,4,1
119,0,23.51,14.49,11.88,3.65,3,0
77,0,28.8,15.72,10.54,0.54,1,0
130,0,36.75,30.91,5.7,4.56,5,1
63,0,46.56448753,14.01148692,11.12442365,3.288400172,0,1
46,0,16.78969472,15.04433326,8.681745645,1.811808465,2,1
49,0,20.28,18.28,8.04,3,1,0
92,0,35.36,16.91,3.44,2.32,0,0
140,0,24.31,16.44,2.68,3.32,4,1
63,0,20.42,15.23,5.73,1.7,1,0
88,0,45.02,20.86,7.22,4,1,1
115,0,25.11,15.65,6.91,3.43,0,0
80,31,28.29,20.26,6.78,2.89,4,0
72,0,30.58,12.73,7.57,2.65,2,0
128,0,40.4964319,21.01610537,9.385093461,3.736690591,1,1
112,0,28.22,6.34,11.16,1.7,0,0
125,0,24.41,20.27,7.81,2.94,2,0
90,0,23.83,18.18,5.4,1.92,1,0
67,0,33.0693798,15.94422242,10.29997026,2.965029523,5,1
63,0,43.68806123,20.807131,8.375680051,3.92695247,0,1
112,27,36.21,19.23,8.54,3,4,0
154,35,11.03,15.65,6.82,3.94,1,0
158,0,34.34,13.9,8.79,2.81,1,0
121,0,43.19230515,22.60510135,8.625560181,2.587310655,3,1
122,33,46.04,18.73,7.65,3.19,4,0
62,0,54.59,22.57,8.12,3.11,4,1
108,0,36.65,16.6,8.75,0.97,1,0
117,21,26.04,22.38,6.08,3.21,1,0
93,0,25.64640782,23.41175153,9.809278388,2.869907509,1,1
172,0,29.33,21.51,9.97,1.59,0,0
27,0,30.19,25.23,8.68,2.05,3,0
17,10,27.12486138,18.26841474,13.32813547,3.343645779,2,1
47,28,19.07,13.16,7.5,2.86,0,0
114,0,37.27472664,23.11891387,9.975116091,3.173550567,2,1
112,0,19.69,20.68,8.31,3.54,1,0
109,0,21.72307385,19.08739783,5.923385229,3.062842181,4,1
159,0,27.74951274,18.66746602,7.19361287,3.316222477,4,1
46,0,6.87,14.65,6.53,2.43,2,0
51,0,36.52,12.72,12.75,2.75,0,0
123,0,22.43344747,12.7326408,11.25305891,3.269160358,3,1
73,35,16.72268976,24.99386145,7.839168271,2.086198419,2,1
120,43,30.24,14.88,7.26,3.11,1,0
83,25,32.52,21.31,11.22,4.75,2,0
114,0,20.76133982,18.65934999,8.115832414,2.95594075,2,1
120,31,35.87,20.29,8.3,3.78,1,0
76,0,36.38361172,18.19468836,9.925495849,2.789830105,1,1
77,0,39.1,8.77,13.93,3.05,2,0
64,0,27.3,14.61,4.73,1.97,0,1
107,31,34.86839865,9.301789395,8.458052276,2.584990973,5,1
48,0,8.84,11.22,8.36,3.32,2,0
108,27,28.29160761,18.38447751,8.823026297,3.347844291,0,1
52,32,22.12,21.01,13.02,3.65,2,0
60,27,33.88770689,13.34628503,9.361137647,2.038993929,3,1
176,33,26.39051563,11.64897953,8.082682775,1.670362934,5,1
141,0,45.38233589,18.71186817,9.20573213,2.683191229,0,1
95,0,22.63486923,16.76406355,8.217579434,2.654321571,4,1
127,31,39.21584363,15.63960483,7.978728313,2.933135559,1,1
85,0,34.24,19.5,11.36,3.24,1,0
117,0,30.3302269,18.53663462,4.741471548,2.811372305,4,1
71,0,30.78681237,15.22418401,8.59481008,3.69208055,3,1
78,0,22.24,19.01,10.25,2.7,1,0
68,0,33.61,16.05,11.46,5.18,3,1
86,0,29.21,25.64,6.27,2.62,1,0
153,0,33.22,13.14,6.43,3.13,1,0
126,0,42.85725227,22.2939695,7.755939159,3.179984501,2,1
106,0,37.76,23.53,9.61,2.43,0,0
105,0,46.79484466,24.04345006,11.05013223,2.830033058,0,1
113,0,26.93,12.09,7.86,4.02,0,0
48,0,32.03,14.1,9.26,3.56,1,0
175,0,45.3814211,19.71211263,9.567885788,2.579990489,2,1
16,0,44.93033261,14.84842107,10.11122638,3.835064553,1,1
53,0,44.4,21.32,7.92,2.65,0,1
159,0,46.89,16.11,10.08,2,2,1
72,0,24.12,15.99,5.18,3.24,2,0
39,0,26.72,21.05,9.71,2.67,1,0
112,30,10.3,14.1,5.98,3.59,0,0
138,0,30.94,17.03,9.4,3.62,4,0
157,27,34.24,8.61,11.63,3.21,2,0
105,21,24.99,16.77,12.03,2.35,2,0
173,0,18.6,8.61,7.53,2.11,1,0
148,36,31.13408273,15.43623814,9.559628696,2.289756397,1,1
112,0,40.70214653,24.05420335,10.73792169,2.364873376,1,1
86,0,27.30305619,14.0423041,6.785599395,2.7533442,2,1
59,0,26.44,16.35,5.55,2.84,4,1
113,0,11.01720808,8.042083063,8.999345727,3.593365653,5,1
66,16,29.7,19.73,13.74,2.4,1,0
19,0,27.26012792,19.34932029,10.64156261,3.393498874,1,1
122,0,18.34,20.04,10.29,2.57,2,0
92,0,22.59622086,22.70863098,11.17716038,2.442144574,2,1
49,28,36.45,19.99,9.28,2.16,3,0
143,0,33.03,10.51,10.33,2.75,2,0
90,0,27.35,11.59,9.4,2.46,2,0
116,0,34.85,11.98,12.27,2.03,2,0
201,21,32.64,20.32,5.22,4.08,1,0
27,0,45.14572835,14.51209082,7.970787712,3.4271648,2,1
41,0,44.90802534,21.07480371,7.750600444,2.841039258,2,1
134,0,50.32,19.24,11.11,3.32,0,1
103,0,25.79586676,14.28448744,9.836301734,2.879747676,7,1
70,0,17.8,6.99,7.62,4.27,3,0
85,0,35.55,9.41,5.1,3.46,1,0
162,0,29.26,14.1,12.56,2.48,2,0
68,0,45.54,12.36,12.3,4.02,3,1
105,0,45.69495295,22.62357086,11.28330734,3.139037375,0,1
91,0,20.53757367,12.43552658,12.99092166,4.08776776,2,1
117,0,38.03,17.44,12.73,3,2,0
93,42,28.37,23.22,7.69,3.11,1,0
112,0,46.33,19.22,7.16,4.43,3,1
74,46,47.21,22.95,7.44,2.81,1,0
119,0,38.52,12.21,4.27,3.27,1,0
63,0,20.33442251,19.80381123,9.751083139,3.221730341,3,1
112,0,29.67,22.04,7.67,3.05,1,0
93,0,36.45,22.23,12.64,4,0,1
151,0,33.78,17.81,12.69,3.35,0,0
82,0,32.16,15.67,11.51,2.86,3,1
82,0,35.22,13.91,8.68,2.51,7,0
158,0,34.88,20.45,3.59,3.89,0,0
78,32,35.75,16.34,11.07,2.92,6,0
109,28,22.70575608,20.95325006,9.615693772,2.787668734,3,1
97,32,29.36,18.48,11.73,3.16,1,0
74,0,30.16,20.43,10.68,3.24,0,0
104,0,41.89,17.47,9.36,3.81,2,0
122,0,39.71028739,22.00483343,9.237975174,2.847256696,1,1
83,26,38.49,19.95,6.01,2.92,1,0
63,0,47.26,22.64,10.08,3.54,4,1
95,0,21.35449093,16.86730241,10.43302649,2.278271738,5,1
33,0,27.88,13.01,5.57,1.73,0,0
35,0,48.92327116,21.70635883,9.116111305,2.955886979,1,1
61,0,14.98,11.02,7.61,3.59,2,0
74,0,34.24,9.32,9.01,2.89,1,0
54,0,46.82118435,20.33875262,9.348324583,3.433836661,0,1
103,18,25.48,14.53,7.72,3.11,0,1
87,0,24.10374924,14.348612,8.713362195,2.041974197,4,1
89,0,12.66395696,17.14735619,9.258997519,2.974800567,2,1
124,0,24.68619159,19.30097638,9.369274183,2.187916211,3,1
80,0,45.60604452,24.1419039,8.428936763,1.903992511,2,1
79,0,40.26,15.84,5.71,2.81,2,0
111,0,22.46160768,19.3106717,7.961977347,3.056271832,1,1
143,0,39.35277096,25.06430576,9.006286733,3.52385999,1,1
39,0,32.23,21.39,10.39,1.46,3,0
64,0,36.87,17.94,8.09,3.08,3,0
136,0,46.97,19.21,9.96,1.94,1,1
48,0,42.09,14.65,11.9,1.92,1,0
78,0,41.02,12.46,5.81,3.19,3,0
165,0,23.14638211,19.72684018,7.595689114,2.768797973,2,1
100,0,26.94372387,15.1524215,7.398625559,3.082146607,2,1
97,0,52.36484742,11.8251631,17.02718695,2.733725009,1,1
119,0,40.65,20.7,10.39,2.94,3,1
116,0,48.88111826,22.00030975,7.652369082,2.894287966,0,1
99,28,34.12,22.46,7.77,2.46,1,0
147,35,26.78,16.12,10.22,3,3,1
124,0,27.15476544,13.28922607,10.94912057,2.312333473,1,1
157,0,42.42774477,21.23046207,11.76423516,2.029038537,4,1
84,0,32.33,16.8,11.14,2.65,2,0
98,0,27.93873602,16.97317301,7.647688294,3.348027592,1,1
117,0,37.07256229,26.30990788,12.68154699,2.838429977,0,1
79,33,32.92886384,14.01813911,8.390481689,3.032566618,1,1
74,35,26.2,10.49,9.09,2.94,2,0
111,0,20.93208077,18.18245312,8.319321011,3.238335382,4,1
88,0,34.37,18.43,10.77,3.19,2,0
147,0,22.24422904,12.86551131,4.598936755,2.063225993,3,1
136,0,42.91,14.27,11.17,2.89,2,0
69,37,26.35,12.1,6.47,1.59,1,0
107,0,46.5,15.62,6.92,2.97,2,0
126,0,55.04275592,12.17608407,9.266948738,3.46,1,1
72,0,22.07,16.04,9.56,2.24,4,1
64,0,22.32,9.3,11.08,3.43,4,1
86,0,38.47,18.96,11.5,3.51,4,0
94,0,23.7,13.52,5.77,2.08,0,0
92,0,22.33884391,22.32646519,11.04912184,2.50908858,2,1
127,0,40.77,10.96,11.25,3.05,1,0
19,34,35.09,19.52,7.05,3.19,3,0
101,0,31.26,21.75,12.38,2.92,1,0
79,34,17.63,20.09,11.55,4,2,0
83,0,57.36,19.33,6.93,4.27,0,1
66,32,31.93,11.03,5.95,3.24,2,0
99,0,37.57,11.8,8.94,3.27,0,0
74,0,20.5286391,18.97215886,8.98666034,3.743741469,1,1
188,0,39.29,15.5,10.22,2.65,4,0
155,0,31.12202227,19.62090488,8.618781468,2.862057369,1,1
132,31,29.67,20.88,7.78,2.78,1,0
91,31,46.41,18.32,4.71,2.59,1,0
106,0,35.34,14.62,8.63,3.89,4,0
154,0,28.37,13.17,8.52,1.94,0,0
56,0,37.63717265,23.79720843,12.8200254,1.949297009,0,1
29,0,53.24,18.39,9.83,3.46,2,1
123,0,17.85,21.39,11.61,4.02,0,0
133,24,21.34,13.7,9.41,4.05,2,0
89,0,23.99,21.17,6.12,2.92,2,0
89,0,16.66286523,14.37216874,7.857317857,2.322720523,4,1
93,0,46.09,20.18,6.54,2.27,1,1
123,33,24.92,9.76,9.92,0.78,0,0
74,0,48.65900417,21.64801963,6.391991652,3.271004851,0,1
115,0,24.94,9.03,8.9,3,2,0
120,0,32.74,17.54,12.74,2.92,1,0
70,0,22.9,20.05,11.71,2.05,3,0
81,0,45.20626933,19.31049517,11.48844903,2.827395871,2,1
139,0,44.13075533,16.53070451,10.8470535,3.002241986,0,1
80,0,36.26,16.12,8.72,3.27,1,0
104,28,26.73412146,9.558395717,7.571141941,3.796059487,0,1
42,20,27.34208323,19.71576692,13.01322477,3.617835347,1,1
65,0,30.75587422,16.72436971,6.514980887,2.428451352,4,1
73,0,30.12,22.99,10.88,3.32,3,1
111,0,52.13077482,17.75251709,10.70360362,3.779828715,0,1
73,41,21.51670127,19.56777659,9.331073187,3.615173337,0,1
113,0,10.4,7.85,8.88,3.7,5,1
104,0,17.73931062,20.6199197,6.773482177,1.704130434,5,1
94,0,45.81867225,16.42522381,11.77836881,2.492640397,3,1
98,0,37.6,18.16,13.13,3.21,4,0
164,0,30.16818647,14.55651351,7.500147281,2.31139812,2,1
86,0,27.49541187,14.04172514,5.937505762,3.058514725,1,1
90,26,28.73,16.05,9.6,3.59,0,1
115,0,30.87475014,13.82602364,8.899065018,2.028049435,4,1
98,20,31.65,12.35,6.43,2.94,3,0
103,40,23.85,20.88,5.03,3,1,0
122,0,21.42,12.5,12.61,1.51,0,0
180,0,46.55989409,24.46418424,11.09222512,3.074600492,0,1
100,0,44.91255192,16.61900621,11.90365246,2.13280182,2,1
25,0,48.48788555,20.33460663,6.784525877,2.22127388,1,1
84,0,25.3,16.13,6.64,1.7,1,0
66,40,24.09,22.81,10.86,2.3,0,0
139,0,25.28,17.37,6.48,2.65,2,0
133,0,27.56,18.03,11.72,3.29,1,0
94,0,45.72270481,19.82544384,8.213983989,2.011467389,2,1
136,0,42.36225756,22.57013489,7.451129249,3.243055045,1,1
111,0,39,18.2,13.03,2.81,4,0
101,17,32.96,16.13,8.83,3.4,0,0
135,0,24.5,21.23,9.51,3.67,1,0
62,0,29.38,17.41,10.84,2.46,2,0
68,34,30.92267708,17.81270486,9.698947916,4.415090276,0,1
100,0,13.38,19.18,6.77,3.78,0,0
99,0,26.45,20.41,10.39,2.92,3,0
123,0,22.84801216,8.373715872,10.51295366,2.32548506,4,1
138,0,40.94,12.28,5.66,3.13,0,0
79,0,32.44707336,18.77851296,11.97220091,3.775054379,1,1
127,0,45.48177319,22.08284607,9.343629792,1.728143399,1,1
181,0,39.08,12.27,11.81,3.83,2,0
27,0,21.18787087,10.73828489,11.65948125,2.24858398,5,1
92,0,10.64,15.35,9.98,2.81,1,1
53,0,45.38591199,21.22852363,8.407873976,2.609343835,0,1
25,0,48.29056514,21.60468375,6.816366895,2.064789607,1,1
118,23,49.22,14.16,5.36,2.57,1,0
124,0,25.80012402,18.24567198,8.44475537,2.453997235,3,1
93,0,31.05951326,19.33208587,12.00575225,3.057338803,1,1
37,0,48.19722863,20.65800769,9.906615561,2.945708813,1,1
100,0,37.45,10.72,10.89,2.75,3,0
146,0,46.37922018,19.89574984,12.67910124,1.701856506,0,1
107,0,43.81,13.3,4.7,2.65,1,0
1,0,41.06,16.59,9.07,3.81,3,0
68,0,38.54,14.31,8.49,2.75,0,0
137,0,18.79,18.97,7.63,2.84,3,0
24,0,45.15,17.75,8.21,3,2,1
43,0,28.63,20.72,9.66,3,1,0
111,0,48.38105804,13.72726383,10.71807455,2.232547658,0,1
126,0,40.61388181,21.72016949,9.044991299,3.380501148,0,1
125,0,48.31752326,22.775954,6.832221915,2.531920433,0,1
64,0,24.14415295,12.31049018,10.21257063,3.359840271,4,1
14,0,31.37,23.16,8.56,2.62,4,0
97,0,13.72,22.3,9.66,2.38,0,0
135,0,47.01501776,19.26296207,8.720687567,2.34251173,1,1
178,0,48.92843284,24.52868428,11.8895785,2.831680534,0,1
139,0,33.32,15.81,6.89,2.65,3,0
19,0,27.10939145,19.28804531,9.087628979,3.294233397,1,1
90,30,32.52,21.85,8,2.97,1,0
121,0,36.94,18.53,7.49,3.11,1,0
95,0,22.31157281,17.40959885,10.30181905,2.183599254,5,1
69,27,32.03,27.25,7.28,2.62,1,0
64,0,32.55361595,14.3733598,6.788458139,3.233403988,3,1
103,40,27.97,19.44,8.76,2,4,0
126,0,25.64,13.35,9.45,2.89,0,0
123,0,41.17,19.22,12.09,2.21,5,1
63,32,5.25,15.9,10.39,2.32,1,0
146,0,27.8,19.11,11.39,2.65,1,0
117,0,16.51,19.38,10.8,2.86,1,0
155,0,30.84,14.25,7.58,3.05,3,0
74,0,30.6,18.1,8.2,3.19,0,0
130,32,37.78423372,19.45489712,7.301543305,3.392539927,2,1
123,26,27.42238126,15.46189338,6.84823748,3.582418417,2,1
98,0,19.16554406,11.24243198,10.02257345,3.356218716,4,1
103,0,32.27,9.82,8.61,3.29,0,0
160,0,42.74201106,20.88497127,12.56224728,2.370827834,1,1
89,0,18,16.12,7.69,3.43,0,0
13,0,51.54,14.49,10.24,3.11,0,1
80,0,55.14646355,18.93380281,7.274519292,2.151206355,0,1
160,0,39.26319757,24.67393112,10.25164872,2.664542417,1,1
79,31,17.53,20.66,3.44,3.29,3,0
105,29,29.5059221,9.171861549,7.873376969,3.476768462,1,1
85,0,38.25,15.04,8.74,1.92,3,0
127,0,37.16,12.74,9.21,2.48,2,0
64,0,44.52,12.59,6.53,3.73,0,0
111,0,22.54,18.79,5.76,3.43,4,1
49,0,28.42,18.54,14.09,2.11,3,0
9,31,32.95,17.22,8.6,3.59,1,0
91,0,20.26700566,12.27075028,13.18309725,4.059987923,2,1
46,0,25.78910925,18.58414983,8.425971636,2.735161972,5,1
86,0,23.90419853,15.82927478,6.074740454,3.21417557,5,1
105,23,32.9,18.72,12.26,2.3,0,0
81,0,55.2,20.09,8.44,3.54,0,1
38,31,33.52,21.24,13.45,1.05,0,0
1,0,30.96,11.47,6.85,2.7,5,1
69,0,37.67,19.7,9.53,2.32,1,0
149,20,25.13,23.53,6.75,2.75,0,0
141,0,13.23,12.27,3.39,1.54,1,0
93,21,36.35,21.9,9.83,1.94,1,0
93,0,53.58774692,11.37782543,10.56364254,2.74204526,0,1
93,0,22.46133006,18.7837551,9.232622146,2.620443352,3,1
98,0,41.06276465,29.70961808,7.385590184,3.058939252,0,1
122,30,39.12,24.45,7.97,1.86,2,0
72,0,35.33,16.63,8.32,3.54,0,0
40,0,41.23,19.8,6.93,2.59,0,0
63,0,28.52235296,16.3881696,5.960369297,3.457140559,1,1
57,0,27.37,17.68,9.36,2.27,3,0
74,0,48.42355133,20.54075489,6.862897347,2.997370461,0,1
131,26,49.79,16.97,11.49,3.73,4,1
174,0,32.66,14.44,7.5,3.08,1,0
38,0,47.57558294,20.26897285,10.34588155,2.94,1,1
65,0,33.22,15.4,8.03,2.4,0,0
89,0,15.32057962,18.43931464,8.100306258,2.718027727,4,1
110,30,24.5,19.53,7.86,3.35,2,0
151,0,47.58819545,17.04652855,13.38471006,2.109152618,0,1
95,0,33.73,20.05,14.65,2.73,0,0
112,0,18.31457324,13.60763792,8.297985471,3.299825287,4,1
52,0,40.04078915,12.93945288,9.739163183,2.803038504,6,1
95,0,25.81640675,13.80218413,8.314959402,2.461056838,4,1
143,22,24.11,14.22,8.01,2.11,1,0
114,36,52.68,17.03,8.26,3.83,1,0
112,0,22.97,19.24,5.18,3,1,0
115,0,20.62020345,19.20507783,8.508305983,3.067290839,2,1
141,0,24.91,14.44,10.75,2.21,0,0
149,27,30.3337955,16.07660353,8.068805235,2.57072325,1,1
45,38,33.46,21.61,11.78,2.08,1,0
128,0,27,22.51,12.15,2.05,1,0
36,0,30.36,18.11,8.91,2.94,1,0
120,40,21.78,21.05,8.99,4.21,0,0
100,0,35.85,27.99,5.72,2.54,4,0
48,0,40.38,17.94,7.38,2.62,1,0
114,0,34.75,20.37,10.58,3.11,2,0
121,21,21.47,17.82,8.66,2.86,1,0
69,0,47.84958362,22.41511036,8.419007765,2.403259484,2,1
105,27,24,14.25,12.35,3.08,1,0
121,0,36.24,10.26,11,2.03,1,0
44,0,10.59,23.38,6.24,2.92,1,0
117,0,21.86,16.29,5.48,3.35,2,0
124,0,48.08,20.94,11.54,2.78,3,1
96,0,38.45710369,23.16653048,10.18087456,2.482322331,1,1
103,37,39.22,27.15,13.47,2.13,2,0
110,0,42.72,17.61,11.21,3.48,1,1
126,0,20.81,12.22,7.07,3.11,1,0
125,0,26.98,13.23,11.07,2.24,2,1
80,0,54.79,18.87,7.33,1.81,0,1
94,0,29.58,20.49,9.35,2.13,1,0
102,35,28.0668164,14.23002403,9.703279709,2.372068948,5,1
106,0,30.33,21,11.7,2.59,0,0
125,0,21.54,13.22,9.28,3.89,2,0
42,0,32.62,25.86,8.08,3.16,0,0
73,0,48.39670577,22.05922569,6.977286718,3.330197013,0,1
123,0,37.81,24.34,13.54,2.67,2,1
159,36,48.99,19.3,8.92,3.59,1,0
62,0,25.52748569,14.66257275,8.569987828,3.187624498,4,1
127,0,34.14,15.42,4.04,2.62,0,0
60,0,36.7275075,26.79840589,9.938836679,2.73,1,1
67,0,35.82,18.63,8.09,1.94,1,0
147,36,43.21,19.39,4.41,3.73,5,0
162,28,32.37039415,13.14111239,9.826866031,2.454626794,3,1
96,0,24.48,19.1,10.25,2.7,1,0
150,0,26.09243811,16.06618503,9.746761253,2.378494283,4,1
110,0,49.56059103,25.19478692,10.94482744,2.774594102,0,1
167,0,16.13,26.84,8.15,2.92,0,0
144,38,17.85,10.35,9.97,1,0,0
179,0,46.48806176,18.1163704,8.867412196,2.668223799,2,1
39,0,52.3601369,23.06898364,8.793639087,3.015508182,2,1
79,0,36.31,19.97,10.33,2.38,2,0
161,0,32.62,6.03,9.22,3.62,4,1
88,0,14.57,18.84,8.58,3.13,4,1
108,0,23.02431896,12.09348192,10.3579891,2.446676574,1,1
137,0,23.63094402,15.63542175,8.303942746,1.748008269,4,1
214,0,32.95267625,18.45167026,10.2783099,2.035472871,1,1
67,0,39.83,17.54,7.08,1.57,3,0
112,0,36.52,17.82,7.4,2.54,3,0
91,0,26.01,11.99,7.72,2.78,1,1
92,0,29.43,20.43,10.49,2.43,1,0
53,0,38.51006382,26.56670178,10.41753898,2.318002076,0,1
182,0,47.50316673,16.8058828,8.308926703,2.813047926,2,1
128,0,31.84,23.02,9.29,2.73,1,0
58,47,25.69,11.68,7.77,2.48,1,0
148,0,21.15,15.27,11.39,3.05,0,0
61,0,54.23117801,22.5133439,8.309528159,3.113372387,3,1
75,0,43.42576771,21.14518157,10.43462883,2.126476637,1,1
98,0,23.2672954,15.38191424,7.801907231,3.198775925,4,1
197,0,21.64,18.9,7.83,3.7,5,1
97,0,41.68,14.07,7.16,2.46,1,0
138,0,44.50872298,15.37864946,4.56311571,0.569430595,2,1
91,0,39.70703967,22.48872046,9.842822111,1.733700407,3,1
105,0,44.36349209,18.91999903,12.02936561,3.199682413,1,1
108,27,29.66228356,17.11022785,8.819396357,3.166708433,1,1
57,30,39.87,16.59,12.1,3.08,2,0
100,0,37.3,19.18,11.49,3.24,4,0
129,0,27.42,18.75,10.11,2.59,1,0
144,0,38.06052556,14.67749639,8.291815621,1.675506426,0,1
153,31,37.15,11.41,5.35,2.54,0,0
37,0,29.62304413,16.74464099,8.257675767,2.567463538,2,1
135,0,45.53959123,20.06870662,10.75102086,2.580992122,2,1
96,0,30.82117254,16.11709186,6.313438982,2.629281017,4,1
90,0,11.56443653,14.82020596,9.788084813,2.823515154,0,1
120,33,50.92,13.89,6.6,3.13,0,0
135,0,44.85,21.36,9,2.27,5,1
193,0,16.46,12.12,9.45,2.94,2,1
72,0,28.61,18.05,9.01,3.24,2,0
57,33,32.88,19.69,10.18,3,2,0
138,0,40.24313328,14.55181086,9.993387878,3.160005191,0,1
94,0,23.38,17.27,6.75,3.62,0,0
49,0,32.28,21.03,7.19,2.73,1,0
172,0,48.20164479,21.61215088,7.309606199,3.114695556,2,1
94,0,45.75481797,17.05556954,10.98197499,2.325724218,2,1
57,0,19.55,10.4,11.03,1.73,0,1
105,0,47.68015578,25.26121727,9.095038946,2.428944316,0,1
79,12,10.61,20.2,8.7,2.11,0,0
82,0,53.31,22.37,6.26,2.03,1,1
130,0,27.68,24.68,5.17,1.94,1,0
105,0,32.84,22.13,10.19,2.11,1,0
26,0,48.29901566,21.10960385,7.015570736,2.019760987,2,1
55,0,32.62,21.77,9.17,3.86,1,1
90,0,11.7,14.29,12.68,2.65,1,0
60,0,37.59,15.18,9.12,2,1,0
88,27,15.88,21.42,8.5,2.94,1,0
57,0,19.6268419,10.51639289,11.30233675,1.809101961,0,1
95,22,6.95,11.34,11.89,3.21,0,0
45,0,35.92,14.08,11.97,3.59,1,0
140,0,45.05,12.55,11.15,2.89,1,0
169,0,40.92,11.99,5.43,2.08,2,0
133,0,41.79,22.5,5.03,3.02,0,0
165,0,23.26658375,20.00038728,7.599666374,2.733002634,2,1
116,0,27.98,23,10.37,2.16,0,0
90,0,30.46,17.91,12.46,2.48,2,0
127,27,0.44,21.59,10.92,2.48,3,0
88,0,25.06145616,13.90123173,11.66559846,2.899618996,4,1
136,0,15.05,23.76,12.51,2.03,1,0
117,22,33.32,27.43,10.15,1,1,0
61,0,48.09859508,22.26033755,10.43462976,3.381459636,3,1
115,0,26.77799925,15.01811427,8.30030796,2.590727205,5,1
57,0,39.85,13.2,5.87,2.54,1,0
51,0,38.62,16.52,10.95,4.02,0,0
75,0,32.64,11.93,8.55,2.05,2,0
132,0,37.81,14.06,9.38,3.02,0,0
79,17,40.24,22.4,11.68,3.24,1,0
98,0,19.14849177,16.45018586,8.445911363,3.325739815,4,1
109,0,27.13,12.84,6.39,1.97,4,1
27,0,20.5979784,10.92068429,11.77378171,2.216049172,5,1
97,24,22.64,18.46,3.18,2.97,1,0
149,0,19.57635869,11.71401071,9.782780555,4.139932437,1,1
87,0,39.32,14.59,3.05,3.51,1,0
174,0,21.13,23.55,11.28,4.19,3,0
68,0,29.33,18.86,7.69,1.84,4,0
172,0,46.58626814,21.75100847,7.499378241,3.202638697,2,1
48,37,35.99,13.59,6.48,3.29,1,0
127,0,40.59778615,21.65813412,9.077853277,3.414704431,0,1
68,0,33.81665744,16.0803908,11.71528272,3.854961108,4,1
170,0,37.88,12.6,10.4,3.59,1,0
76,0,49.95,14.42,7.22,3.7,0,1
84,25,20.72669437,21.00402056,9.642707074,3.496044438,3,1
79,0,46.71956843,16.45159204,9.968255247,1.890211731,1,1
68,0,39.29,13.04,8.61,2.59,3,0
95,0,33.49,16.18,9.54,4.35,0,0
50,0,42.37754706,18.33112817,9.029221961,4.398472296,2,1
48,0,22.61505912,14.30489365,7.930961318,2.165043374,3,1
85,17,15.67676517,20.07435962,7.26029617,2.561502567,3,1
85,0,39.53725869,16.4769441,13.53280065,2.968103543,1,1
66,0,32.22242757,15.79440055,8.780348387,2.931396041,4,1
91,0,26.25,14.31,10.8,3.16,5,1
83,0,32.01,20.72,9.62,2.78,0,0
174,0,43.97344714,16.88662829,7.489734021,2.840030813,1,1
161,0,33.42,14.47,8.74,3.38,1,0
146,0,18.53,22.59,10.27,3.4,1,0
82,0,54.82490733,21.23288438,6.510614298,2.867874669,0,1
69,0,33.95,16.1,11.88,3,6,1
127,0,37.43,16.01,7.77,3.16,2,0
172,0,49.39,21.51,7.17,3.05,2,1
128,32,38,16.05,6.97,2.54,2,1
118,0,48.0727842,14.6969445,9.477490295,3.736547157,2,1
108,0,18.19558933,15.61852131,9.349178988,1.363127735,4,1
109,0,49.82072786,16.39511664,11.77978401,3.901041036,0,1
87,0,23.75,19.28,7.58,4.08,1,0
120,27,21.85,13.91,10.93,0,1,0
109,0,31.28,10.23,6.92,2.97,0,0
91,0,22.9,25.1,8.8,1.78,2,0
149,0,19.6939786,12.16064846,9.684234148,3.993702285,1,1
114,28,38.39,16.41,10.46,2.27,4,0
112,0,29.84088966,12.24292479,9.555997196,2.361900214,4,1
84,0,48.40128541,20.04947396,9.545145415,3.533333491,1,1
80,0,44.21174883,18.33368147,12.19134456,2.572324694,0,1
91,0,8.614421937,13.45971579,8.592207567,2.464943839,1,1
123,0,27.73,21.2,7.57,2.43,1,0
41,0,35.22,18.2,8.69,3.21,1,0
71,0,31.29503916,18.2666518,9.650847195,3.636951352,3,1
69,0,41.62,6.56,10.03,2.7,0,0
58,29,40.87,10.11,7.39,3.02,1,0
159,0,47.9353034,17.26122748,10.28627321,2.11149903,1,1
114,0,21.15961665,18.83290134,8.058011287,3.040428096,1,1
